seg_data/4/, 1, 0, 37, 1131, 1192
seg_data/4/, 2, 11, 64, 1463, 1537
seg_data/4/, 3, 33, 158, 793, 1241
seg_data/4/, 5, 79, 135, 513, 729
seg_data/4/, 7, 145, 153, 518, 696
seg_data/4/, 8, 179, 240, 711, 818
seg_data/4/, 9, 185, 245, 282, 477
seg_data/4/, 10, 189, 243, 507, 679
seg_data/4/, 11, 226, 232, 179, 214
seg_data/4/, 12, 246, 263, 331, 375
seg_data/4/, 13, 287, 349, 1349, 1567
seg_data/4/, 14, 291, 357, 1026, 1124
seg_data/4/, 15, 291, 355, 1205, 1308
seg_data/4/, 16, 304, 317, 853, 866
seg_data/4/, 17, 308, 365, 652, 713
seg_data/4/, 18, 309, 370, 357, 611
seg_data/4/, 19, 321, 359, 753, 942
seg_data/4/, 20, 333, 338, 1129, 1155
seg_data/4/, 21, 347, 352, 197, 229
seg_data/4/, 22, 376, 436, 1037, 1095
seg_data/4/, 23, 380, 434, 503, 565
seg_data/4/, 24, 380, 433, 1133, 1252
seg_data/4/, 25, 385, 440, 595, 712
seg_data/4/, 26, 395, 434, 1301, 1434
seg_data/4/, 27, 400, 439, 743, 848
seg_data/4/, 28, 400, 503, 672, 1009
seg_data/4/, 29, 400, 436, 409, 473
seg_data/4/, 30, 444, 498, 398, 467
seg_data/4/, 31, 444, 496, 519, 606
seg_data/4/, 32, 461, 509, 1039, 1058
seg_data/4/, 33, 467, 504, 931, 1019
seg_data/4/, 34, 477, 483, 472, 497
seg_data/4/, 35, 542, 600, 661, 882
seg_data/4/, 36, 542, 595, 945, 1003
seg_data/4/, 37, 543, 602, 1236, 1354
seg_data/4/, 38, 547, 602, 393, 601
seg_data/4/, 39, 563, 607, 1029, 1195
seg_data/4/, 40, 569, 575, 248, 273
seg_data/4/, 41, 617, 675, 354, 490
seg_data/4/, 42, 624, 679, 1017, 1128
seg_data/4/, 43, 625, 681, 1267, 1324
seg_data/4/, 44, 626, 675, 541, 578
seg_data/4/, 45, 632, 642, 582, 594
seg_data/4/, 46, 640, 674, 1128, 1226
seg_data/4/, 47, 641, 681, 668, 969
seg_data/4/, 48, 717, 775, 405, 568
seg_data/4/, 49, 717, 791, 1011, 1242
seg_data/4/, 50, 722, 780, 926, 986
seg_data/4/, 51, 724, 776, 1307, 1381
seg_data/4/, 52, 724, 777, 626, 847
seg_data/4/, 53, 755, 762, 249, 271
seg_data/4/, 54, 777, 819, 49, 102
seg_data/4/, 55, 811, 874, 919, 983
seg_data/4/, 57, 831, 867, 738, 883
seg_data/4/, 58, 836, 873, 474, 695
seg_data/4/, 60, 941, 1002, 420, 559
seg_data/4/, 61, 940, 1004, 613, 851
seg_data/4/, 62, 943, 1007, 1243, 1498
seg_data/4/, 63, 944, 986, 49, 102
seg_data/4/, 64, 953, 1005, 1500, 1546
seg_data/4/, 65, 964, 1006, 1091, 1217
seg_data/4/, 66, 966, 1005, 939, 1037
seg_data/4/, 67, 990, 997, 302, 332
seg_data/4/, 68, 1012, 1036, 91, 120
seg_data/4/, 69, 1020, 1074, 773, 947
seg_data/4/, 70, 1027, 1086, 465, 628
seg_data/4/, 71, 1034, 1088, 1158, 1226
seg_data/4/, 72, 1035, 1093, 1360, 1416
seg_data/4/, 73, 1038, 1094, 1247, 1329
seg_data/4/, 74, 1045, 1083, 656, 728
seg_data/4/, 75, 1049, 1095, 1005, 1130
seg_data/4/, 76, 1096, 1160, 456, 698
seg_data/4/, 77, 1106, 1164, 776, 841
seg_data/4/, 78, 1112, 1182, 854, 1048
seg_data/4/, 79, 1120, 1180, 1093, 1173
seg_data/4/, 80, 1123, 1174, 1351, 1421
seg_data/4/, 81, 1125, 1168, 49, 101
seg_data/4/, 82, 1143, 1183, 1222, 1332
seg_data/4/, 83, 1172, 1226, 804, 849
seg_data/4/, 84, 1188, 1225, 676, 761
seg_data/4/, 85, 1192, 1246, 520, 642
seg_data/4/, 86, 1200, 1261, 1264, 1414
seg_data/4/, 87, 1201, 1245, 910, 990
seg_data/4/, 88, 1211, 1249, 1051, 1197
seg_data/4/, 89, 1222, 1257, 1414, 1475
seg_data/4/, 90, 1244, 1301, 430, 490
seg_data/4/, 91, 1250, 1310, 562, 688
seg_data/4/, 92, 1266, 1326, 849, 1003
seg_data/4/, 93, 1273, 1328, 1050, 1158
seg_data/4/, 94, 1277, 1312, 747, 809
seg_data/4/, 95, 1284, 1351, 1223, 1462
seg_data/4/, 96, 1339, 1349, 555, 567
seg_data/4/, 97, 1341, 1407, 497, 552
