seg_data/6/, 1, 23, 87, 820, 1042
seg_data/6/, 7, 64, 68, 763, 793
seg_data/6/, 8, 66, 71, 1061, 1100
seg_data/6/, 9, 85, 91, 423, 709
seg_data/6/, 10, 91, 105, 809, 1075
seg_data/6/, 12, 136, 195, 1286, 1339
seg_data/6/, 13, 140, 200, 431, 645
seg_data/6/, 14, 141, 199, 220, 356
seg_data/6/, 15, 146, 199, 807, 993
seg_data/6/, 16, 159, 196, 1152, 1271
seg_data/6/, 17, 163, 199, 1037, 1126
seg_data/6/, 18, 164, 198, 681, 755
seg_data/6/, 19, 177, 185, 140, 174
seg_data/6/, 20, 188, 202, 1353, 1374
seg_data/6/, 21, 208, 266, 1119, 1257
seg_data/6/, 22, 215, 265, 971, 1070
seg_data/6/, 23, 227, 263, 1291, 1369
seg_data/6/, 24, 236, 288, 309, 483
seg_data/6/, 25, 239, 276, 787, 926
seg_data/6/, 26, 243, 280, 550, 739
seg_data/6/, 27, 281, 350, 890, 945
seg_data/6/, 28, 301, 361, 295, 500
seg_data/6/, 29, 305, 339, 712, 864
seg_data/6/, 32, 370, 424, 1331, 1385
seg_data/6/, 33, 394, 454, 878, 1126
seg_data/6/, 34, 400, 436, 1269, 1299
seg_data/6/, 35, 401, 437, 1185, 1198
seg_data/6/, 36, 401, 434, 1239, 1264
seg_data/6/, 37, 403, 437, 1204, 1230
seg_data/6/, 38, 410, 474, 304, 494
seg_data/6/, 39, 414, 460, 731, 840
seg_data/6/, 40, 430, 451, 1143, 1162
seg_data/6/, 41, 434, 469, 568, 702
seg_data/6/, 42, 451, 509, 1211, 1324
seg_data/6/, 43, 458, 508, 1143, 1200
seg_data/6/, 44, 462, 471, 166, 202
seg_data/6/, 45, 475, 533, 887, 1095
seg_data/6/, 46, 480, 547, 696, 842
seg_data/6/, 47, 492, 543, 578, 655
seg_data/6/, 48, 507, 558, 333, 477
seg_data/6/, 49, 537, 574, 1361, 1465
seg_data/6/, 50, 543, 584, 1176, 1356
seg_data/6/, 51, 549, 595, 1069, 1136
seg_data/6/, 52, 558, 608, 731, 785
seg_data/6/, 53, 558, 616, 854, 1018
seg_data/6/, 54, 568, 616, 599, 693
seg_data/6/, 55, 577, 634, 328, 544
seg_data/6/, 56, 636, 691, 1462, 1552
