seg_data/1/, 1, 0, 28, 7, 695
seg_data/1/, 3, 80, 152, 250, 418
seg_data/1/, 4, 85, 145, 126, 221
seg_data/1/, 6, 95, 150, 482, 546
seg_data/1/, 7, 95, 161, 588, 792
seg_data/1/, 8, 106, 174, 941, 1062
seg_data/1/, 9, 108, 175, 1257, 1406
seg_data/1/, 10, 118, 184, 1423, 1487
seg_data/1/, 11, 123, 161, 1094, 1205
seg_data/1/, 12, 131, 162, 824, 888
seg_data/1/, 13, 166, 239, 133, 264
seg_data/1/, 14, 181, 236, 530, 681
seg_data/1/, 15, 184, 239, 367, 487
seg_data/1/, 16, 188, 243, 1119, 1271
seg_data/1/, 17, 192, 243, 980, 1019
seg_data/1/, 18, 193, 252, 1319, 1413
seg_data/1/, 19, 203, 238, 730, 955
seg_data/1/, 20, 259, 312, 207, 261
seg_data/1/, 21, 261, 322, 285, 397
seg_data/1/, 22, 262, 322, 860, 977
seg_data/1/, 23, 265, 326, 474, 670
seg_data/1/, 24, 271, 327, 1312, 1418
seg_data/1/, 25, 275, 330, 1442, 1495
seg_data/1/, 26, 282, 315, 730, 799
seg_data/1/, 27, 285, 321, 1018, 1120
seg_data/1/, 28, 291, 324, 1175, 1293
seg_data/1/, 29, 340, 392, 313, 393
seg_data/1/, 30, 341, 392, 211, 270
seg_data/1/, 31, 341, 400, 862, 922
seg_data/1/, 32, 344, 405, 983, 1194
seg_data/1/, 33, 346, 405, 590, 809
seg_data/1/, 34, 347, 414, 1235, 1439
seg_data/1/, 35, 364, 401, 459, 539
seg_data/1/, 36, 423, 482, 244, 341
seg_data/1/, 37, 426, 486, 931, 1031
seg_data/1/, 38, 430, 508, 1046, 1105
seg_data/1/, 39, 435, 503, 516, 726
seg_data/1/, 40, 441, 493, 770, 880
seg_data/1/, 41, 442, 481, 380, 450
seg_data/1/, 42, 547, 617, 188, 369
seg_data/1/, 43, 553, 613, 955, 1019
seg_data/1/, 44, 553, 612, 1341, 1400
seg_data/1/, 45, 557, 621, 448, 640
seg_data/1/, 46, 558, 618, 1096, 1280
seg_data/1/, 47, 579, 626, 713, 902
seg_data/1/, 48, 637, 699, 1217, 1309
seg_data/1/, 49, 641, 705, 989, 1164
seg_data/1/, 50, 642, 694, 1345, 1423
seg_data/1/, 51, 643, 702, 653, 794
seg_data/1/, 52, 647, 706, 518, 607
seg_data/1/, 53, 648, 664, 230, 242
seg_data/1/, 54, 650, 699, 203, 357
seg_data/1/, 55, 652, 704, 382, 421
