seg_data/3/, 1, 96, 158, 292, 554
seg_data/3/, 2, 99, 170, 1236, 1408
seg_data/3/, 3, 103, 161, 1137, 1220
seg_data/3/, 8, 121, 155, 158, 243
seg_data/3/, 10, 177, 234, 413, 522
seg_data/3/, 11, 178, 237, 560, 772
seg_data/3/, 12, 183, 256, 1036, 1090
seg_data/3/, 13, 189, 240, 805, 864
seg_data/3/, 14, 191, 226, 258, 376
seg_data/3/, 15, 206, 257, 880, 992
seg_data/3/, 16, 266, 332, 1074, 1315
seg_data/3/, 17, 267, 326, 820, 945
seg_data/3/, 18, 272, 331, 1357, 1471
seg_data/3/, 19, 287, 325, 958, 1036
seg_data/3/, 20, 329, 390, 264, 501
seg_data/3/, 21, 336, 393, 557, 611
seg_data/3/, 22, 357, 415, 1236, 1496
seg_data/3/, 23, 359, 402, 653, 760
seg_data/3/, 24, 362, 416, 1032, 1187
seg_data/3/, 25, 371, 414, 797, 902
seg_data/3/, 26, 375, 409, 933, 992
seg_data/3/, 27, 409, 471, 262, 453
seg_data/3/, 28, 415, 483, 688, 878
seg_data/3/, 29, 424, 462, 508, 547
seg_data/3/, 30, 426, 477, 918, 995
seg_data/3/, 31, 427, 467, 551, 567
seg_data/3/, 32, 431, 465, 568, 595
seg_data/3/, 33, 431, 484, 1065, 1235
seg_data/3/, 34, 441, 497, 1439, 1497
seg_data/3/, 35, 441, 461, 598, 622
seg_data/3/, 36, 443, 464, 623, 652
seg_data/3/, 37, 454, 490, 1306, 1338
seg_data/3/, 38, 455, 488, 1291, 1302
seg_data/3/, 39, 456, 487, 1343, 1370
seg_data/3/, 40, 459, 496, 1380, 1403
seg_data/3/, 42, 496, 554, 600, 651
seg_data/3/, 43, 507, 578, 954, 1135
seg_data/3/, 44, 515, 569, 698, 888
seg_data/3/, 45, 517, 576, 1298, 1523
seg_data/3/, 46, 518, 568, 1197, 1274
seg_data/3/, 47, 557, 617, 528, 672
seg_data/3/, 48, 572, 628, 713, 836
seg_data/3/, 50, 583, 641, 1065, 1206
seg_data/3/, 51, 584, 649, 1252, 1370
seg_data/3/, 52, 605, 659, 328, 385
seg_data/3/, 53, 606, 655, 1397, 1562
seg_data/3/, 54, 617, 671, 442, 492
seg_data/3/, 55, 625, 684, 536, 627
seg_data/3/, 56, 631, 700, 670, 727
seg_data/3/, 57, 652, 714, 1282, 1526
seg_data/3/, 58, 654, 704, 1069, 1112
seg_data/3/, 60, 667, 704, 1156, 1242
seg_data/3/, 61, 707, 746, 324, 369
seg_data/3/, 62, 714, 747, 406, 435
seg_data/3/, 63, 715, 770, 720, 931
seg_data/3/, 64, 719, 751, 443, 500
seg_data/3/, 65, 722, 758, 608, 688
seg_data/3/, 66, 730, 792, 1213, 1301
seg_data/3/, 67, 733, 751, 501, 527
seg_data/3/, 68, 735, 800, 982, 1149
seg_data/3/, 69, 736, 794, 1312, 1406
seg_data/3/, 70, 774, 841, 310, 593
seg_data/3/, 71, 778, 821, 49, 102
seg_data/3/, 72, 786, 839, 637, 698
seg_data/3/, 73, 801, 880, 1035, 1094
seg_data/3/, 74, 810, 854, 735, 829
seg_data/3/, 75, 817, 864, 893, 1003
seg_data/3/, 76, 881, 954, 247, 466
seg_data/3/, 77, 891, 946, 529, 590
seg_data/3/, 78, 897, 953, 632, 817
seg_data/3/, 79, 901, 951, 859, 904
seg_data/3/, 80, 904, 965, 969, 1110
seg_data/3/, 81, 906, 964, 1146, 1292
seg_data/3/, 82, 921, 979, 1427, 1517
seg_data/3/, 83, 922, 975, 1311, 1407
seg_data/3/, 84, 943, 983, 1520, 1533
seg_data/3/, 85, 946, 988, 49, 102
